Name,2020 Population,code,region_code,province_code,municipality_code,barangay_code
Santo Tomas,2494,1.0,10,105,10,1.0
San Antonio-Arzadon,2816,1.0,10,105,10,1.0
Cabacaraan,2251,3.0,10,105,10,3.0
Cabaritan,2401,4.0,10,105,10,4.0
Flores,5927,5.0,10,105,10,5.0
Guiset Norte ,5368,7.0,10,105,10,7.0
Guiset Sur ,4821,8.0,10,105,10,8.0
Lapalo,1582,9.0,10,105,10,9.0
Nagsaag,2714,0.0,10,105,10,0.0
Narra,3876,1.0,10,105,10,1.0
San Bonifacio,3709,3.0,10,105,10,3.0
San Juan,3150,4.0,10,105,10,4.0
San Roque,5600,5.0,10,105,10,5.0
San Vicente,3959,6.0,10,105,10,6.0
Sto. Domingo,6097,8.0,10,105,10,8.0
Bensican,749,1.0,10,105,10,1.0
Cabitnongan,1349,2.0,10,105,10,2.0
Cabuloan,919,3.0,10,105,10,3.0
Cacabugaoan,1404,5.0,10,105,10,5.0
Calanutian,590,6.0,10,105,10,6.0
Calaocan,1266,7.0,10,105,10,7.0
Camangaan,762,8.0,10,105,10,8.0
Camindoroan,587,9.0,10,105,10,9.0
Casaratan,1324,0.0,10,105,10,0.0
Dalumpinas,1687,1.0,10,105,10,1.0
Fianza,980,3.0,10,105,10,3.0
Lungao,795,5.0,10,105,10,5.0
Malico,348,6.0,10,105,10,6.0
Malilion,1269,7.0,10,105,10,7.0
Nagkaysa,987,8.0,10,105,10,8.0
Nining,515,9.0,10,105,10,9.0
Poblacion East,2567,0.0,10,105,10,0.0
Poblacion West,610,1.0,10,105,10,1.0
Salingcob,974,2.0,10,105,10,2.0
Salpad,562,3.0,10,105,10,3.0
San Felipe East,3481,4.0,10,105,10,4.0
San Felipe West,1235,5.0,10,105,10,5.0
San Isidro,899,6.0,10,105,10,6.0
San Jose,1200,7.0,10,105,10,7.0
San Rafael Centro,900,8.0,10,105,10,8.0
San Rafael East,988,9.0,10,105,10,9.0
San Rafael West,1662,0.0,10,105,10,0.0
San Roque,2861,1.0,10,105,10,1.0
Santa Maria East,2029,2.0,10,105,10,2.0
Santa Maria West,1457,3.0,10,105,10,3.0
Santo Tomas,591,4.0,10,105,10,4.0
Siblot,1436,5.0,10,105,10,5.0
Sobol,795,6.0,10,105,10,6.0
Alac,3774,1.0,10,105,10,1.0
Baligayan,1062,2.0,10,105,10,2.0
Bantog,1171,4.0,10,105,10,4.0
Bolintaguen,1810,5.0,10,105,10,5.0
Cabangaran,1557,6.0,10,105,10,6.0
Cabalaoangan,3320,7.0,10,105,10,7.0
Calomboyan,2191,9.0,10,105,10,9.0
Carayacan,1891,0.0,10,105,10,0.0
Casantamarian,1967,1.0,10,105,10,1.0
Gonzalo,1901,2.0,10,105,10,2.0
Labuan,685,3.0,10,105,10,3.0
Lagasit,3491,4.0,10,105,10,4.0
Lumayao,1237,5.0,10,105,10,5.0
Mabini,936,6.0,10,105,10,6.0
Mantacdang,1071,7.0,10,105,10,7.0
Nangapugan,2136,8.0,10,105,10,8.0
San Pedro,1372,0.0,10,105,10,0.0
Ungib,1290,1.0,10,105,10,1.0
Poblacion Zone I,493,2.0,10,105,10,2.0
Poblacion Zone II,345,3.0,10,105,10,3.0
Poblacion Zone III,280,4.0,10,105,10,4.0
Alibago,1564,1.0,10,105,10,1.0
Balingueo,3911,2.0,10,105,10,2.0
Banaoang,4477,3.0,10,105,10,3.0
Banzal,1571,4.0,10,105,10,4.0
Botao,3401,5.0,10,105,10,5.0
Cablong,3058,6.0,10,105,10,6.0
Carusocan,1876,7.0,10,105,10,7.0
Dalongue,2030,8.0,10,105,10,8.0
Erfe,652,9.0,10,105,10,9.0
Gueguesangen,1831,0.0,10,105,10,0.0
Leet,7275,1.0,10,105,10,1.0
Malanay,2764,2.0,10,105,10,2.0
Maningding,4890,3.0,10,105,10,3.0
Maronong,3304,4.0,10,105,10,4.0
Maticmatic,5116,5.0,10,105,10,5.0
Minien East,3260,6.0,10,105,10,6.0
Minien West,5230,7.0,10,105,10,7.0
Nilombot,2434,8.0,10,105,10,8.0
Patayac,2880,9.0,10,105,10,9.0
Payas,3928,0.0,10,105,10,0.0
Poblacion Norte,4677,1.0,10,105,10,1.0
Poblacion Sur,1766,2.0,10,105,10,2.0
Sapang,2315,3.0,10,105,10,3.0
Sonquil,3272,4.0,10,105,10,4.0
Tebag East,439,5.0,10,105,10,5.0
Tebag West,2538,6.0,10,105,10,6.0
Tuliao,6424,7.0,10,105,10,7.0
Ventinilla,3485,8.0,10,105,10,8.0
Primicias,1819,9.0,10,105,10,9.0
Bal-loy,667,1.0,10,105,10,1.0
Bantog,1307,2.0,10,105,10,2.0
Caboluan,730,3.0,10,105,10,3.0
Cal-litang,2356,4.0,10,105,10,4.0
Capandanan,930,5.0,10,105,10,5.0
Cauplasan,1045,6.0,10,105,10,6.0
Dalayap,1188,8.0,10,105,10,8.0
Libsong,1074,9.0,10,105,10,9.0
Namagbagan,2156,0.0,10,105,10,0.0
Paitan,2157,1.0,10,105,10,1.0
Pataquid,882,2.0,10,105,10,2.0
Pilar,2005,3.0,10,105,10,3.0
Poblacion East,1019,4.0,10,105,10,4.0
Poblacion West,1120,5.0,10,105,10,5.0
Pugot,289,6.0,10,105,10,6.0
Samon,2479,7.0,10,105,10,7.0
San Alejandro,2105,8.0,10,105,10,8.0
San Mariano,1168,0.0,10,105,10,0.0
San Pablo,1391,1.0,10,105,10,1.0
San Patricio,981,2.0,10,105,10,2.0
San Vicente,4107,3.0,10,105,10,3.0
Santa Cruz,1005,4.0,10,105,10,4.0
Sta. Rosa,2059,5.0,10,105,10,5.0
La Luna,922,1.0,10,105,10,1.0
Poblacion East,991,2.0,10,105,10,2.0
Poblacion West,585,3.0,10,105,10,3.0
Salvacion,1509,4.0,10,105,10,4.0
San Agustin,1570,5.0,10,105,10,5.0
San Antonio,4282,6.0,10,105,10,6.0
San Jose,1340,7.0,10,105,10,7.0
San Marcos,881,8.0,10,105,10,8.0
Santo Domingo,1584,9.0,10,105,10,9.0
Santo Niño,1214,0.0,10,105,10,0.0
Agat,1598,1.0,10,105,10,1.0
Alibeng,1692,2.0,10,105,10,2.0
Amagbagan,718,3.0,10,105,10,3.0
Artacho,973,4.0,10,105,10,4.0
Asan Norte,2698,5.0,10,105,10,5.0
Asan Sur,4122,6.0,10,105,10,6.0
Bantay Insik,1585,7.0,10,105,10,7.0
Bila,1845,8.0,10,105,10,8.0
Binmeckeg,1844,9.0,10,105,10,9.0
Bulaoen East,1072,0.0,10,105,10,0.0
Bulaoen West,1104,1.0,10,105,10,1.0
Cabaritan,1710,2.0,10,105,10,2.0
Calunetan,891,3.0,10,105,10,3.0
Camangaan,1248,4.0,10,105,10,4.0
Cauringan,1458,5.0,10,105,10,5.0
Dungon,1931,6.0,10,105,10,6.0
Esperanza,2174,7.0,10,105,10,7.0
Killo,2065,8.0,10,105,10,8.0
Labayug,3642,9.0,10,105,10,9.0
Paldit,4416,1.0,10,105,10,1.0
Pindangan,1472,2.0,10,105,10,2.0
Pinmilapil,1773,3.0,10,105,10,3.0
Poblacion Central,1620,4.0,10,105,10,4.0
Poblacion Norte,2142,5.0,10,105,10,5.0
Poblacion Sur,1344,6.0,10,105,10,6.0
Sagunto,2085,7.0,10,105,10,7.0
Inmalog,1786,8.0,10,105,10,8.0
Tara-tara,1312,9.0,10,105,10,9.0
Baquioen,3334,1.0,10,105,10,1.0
Baybay Norte,1559,2.0,10,105,10,2.0
Baybay Sur,1699,3.0,10,105,10,3.0
Bolaoen,1014,4.0,10,105,10,4.0
Cabalitian,1098,5.0,10,105,10,5.0
Calumbuyan,775,6.0,10,105,10,6.0
Camagsingalan,1824,7.0,10,105,10,7.0
Caoayan,3079,8.0,10,105,10,8.0
Capantolan,1962,9.0,10,105,10,9.0
Macaycayawan,688,0.0,10,105,10,0.0
Paitan East,2201,1.0,10,105,10,1.0
Paitan West,1994,2.0,10,105,10,2.0
Pangascasan,3468,3.0,10,105,10,3.0
Poblacion,8028,4.0,10,105,10,4.0
Santo Domingo,917,5.0,10,105,10,5.0
Seselangen,2077,6.0,10,105,10,6.0
Sioasio East,921,8.0,10,105,10,8.0
Sioasio West,1195,9.0,10,105,10,9.0
Victoria,1258,0.0,10,105,10,0.0
Agno,2337,1.0,10,105,10,1.0
Amistad,2458,2.0,10,105,10,2.0
Barangobong,2259,3.0,10,105,10,3.0
Carriedo,2708,4.0,10,105,10,4.0
C. Lichauco,1212,5.0,10,105,10,5.0
Evangelista,1952,6.0,10,105,10,6.0
Guzon,566,7.0,10,105,10,7.0
Lawak,2435,8.0,10,105,10,8.0
Legaspi,3493,9.0,10,105,10,9.0
Libertad,2614,0.0,10,105,10,0.0
Magallanes,3497,2.0,10,105,10,2.0
Panganiban,3131,3.0,10,105,10,3.0
Barangay A ,2392,4.0,10,105,10,4.0
Barangay B ,1536,5.0,10,105,10,5.0
Barangay C ,1416,6.0,10,105,10,6.0
Barangay D ,1477,7.0,10,105,10,7.0
Saleng,669,9.0,10,105,10,9.0
Santo Domingo,1664,0.0,10,105,10,0.0
Toketec,1982,2.0,10,105,10,2.0
Trenchera,4310,3.0,10,105,10,3.0
Zamora,1133,4.0,10,105,10,4.0
Abot Molina,1953,1.0,10,105,10,1.0
Alo-o,1099,2.0,10,105,10,2.0
Amaronan,1814,3.0,10,105,10,3.0
Annam,825,4.0,10,105,10,4.0
Bantug,2092,5.0,10,105,10,5.0
Baracbac,1116,6.0,10,105,10,6.0
Barat,2292,7.0,10,105,10,7.0
Buenavista,683,8.0,10,105,10,8.0
Cabalitian,872,0.0,10,105,10,0.0
Cabaruan,1288,1.0,10,105,10,1.0
Cabatuan,1602,2.0,10,105,10,2.0
Cadiz,788,3.0,10,105,10,3.0
Calitlitan,948,4.0,10,105,10,4.0
Capas,1252,5.0,10,105,10,5.0
Carosalesan,1445,7.0,10,105,10,7.0
Casilan,573,8.0,10,105,10,8.0
Caurdanetaan,2203,9.0,10,105,10,9.0
Concepcion,992,0.0,10,105,10,0.0
Decreto,622,1.0,10,105,10,1.0
Diaz,1945,2.0,10,105,10,2.0
Diket,1377,3.0,10,105,10,3.0
Don Justo Abalos,1198,4.0,10,105,10,4.0
Don Montano,2291,5.0,10,105,10,5.0
Esperanza,1302,6.0,10,105,10,6.0
Evangelista,875,7.0,10,105,10,7.0
Flores,2258,8.0,10,105,10,8.0
Fulgosino,883,9.0,10,105,10,9.0
Gonzales,1937,0.0,10,105,10,0.0
La Paz,2414,1.0,10,105,10,1.0
Labuan,583,2.0,10,105,10,2.0
Lauren,1194,3.0,10,105,10,3.0
Lubong,1531,4.0,10,105,10,4.0
Luna Weste,854,5.0,10,105,10,5.0
Luna Este,979,6.0,10,105,10,6.0
Mantacdang,713,7.0,10,105,10,7.0
Maseil-seil,2208,8.0,10,105,10,8.0
Nampalcan,1352,9.0,10,105,10,9.0
Nancalabasaan,2714,0.0,10,105,10,0.0
Pangangaan,826,1.0,10,105,10,1.0
Papallasen,1294,2.0,10,105,10,2.0
Pemienta,2329,4.0,10,105,10,4.0
Poblacion East,1843,6.0,10,105,10,6.0
Poblacion West,2400,7.0,10,105,10,7.0
Prado,1288,8.0,10,105,10,8.0
Resurreccion,662,9.0,10,105,10,9.0
Ricos,1085,0.0,10,105,10,0.0
San Andres,892,1.0,10,105,10,1.0
San Juan,1116,2.0,10,105,10,2.0
San Leon,2127,3.0,10,105,10,3.0
San Pablo,494,4.0,10,105,10,4.0
San Vicente,974,5.0,10,105,10,5.0
Santa Maria,1699,6.0,10,105,10,6.0
Santa Rosa,687,7.0,10,105,10,7.0
Sinabaan,1243,8.0,10,105,10,8.0
Tanggal Sawang,403,9.0,10,105,10,9.0
Cabangaran,1115,0.0,10,105,10,0.0
Carayungan Sur,1122,1.0,10,105,10,1.0
Del Rosario,408,2.0,10,105,10,2.0
Angatel,3151,1.0,10,105,10,1.0
Balangay,1719,2.0,10,105,10,2.0
Batancaoa,2061,3.0,10,105,10,3.0
Baug,1685,4.0,10,105,10,4.0
Bayaoas,4351,5.0,10,105,10,5.0
Bituag,2451,6.0,10,105,10,6.0
Camambugan,1563,7.0,10,105,10,7.0
Dalanguiring,6458,8.0,10,105,10,8.0
Duplac,1189,9.0,10,105,10,9.0
Galarin,2256,0.0,10,105,10,0.0
Gueteb,2123,1.0,10,105,10,1.0
Malaca,1558,2.0,10,105,10,2.0
Malayo,2029,3.0,10,105,10,3.0
Malibong,3263,4.0,10,105,10,4.0
Pasibi East,2369,5.0,10,105,10,5.0
Pasibi West,1371,6.0,10,105,10,6.0
Pisuac,3148,7.0,10,105,10,7.0
Poblacion,5234,8.0,10,105,10,8.0
Real,3128,9.0,10,105,10,9.0
Salavante,1128,0.0,10,105,10,0.0
Sawat,3322,1.0,10,105,10,1.0
Anonas,6221,1.0,10,105,10,1.0
Bactad East,2175,3.0,10,105,10,3.0
Dr. Pedro T. Orata,2393,4.0,10,105,10,4.0
Bayaoas,5789,5.0,10,105,10,5.0
Bolaoen,1506,7.0,10,105,10,7.0
Cabaruan,2353,8.0,10,105,10,8.0
Cabuloan,3506,9.0,10,105,10,9.0
Camanang,5109,1.0,10,105,10,1.0
Camantiles,6605,2.0,10,105,10,2.0
Casantaan,1549,4.0,10,105,10,4.0
Catablan,6082,5.0,10,105,10,5.0
Cayambanan,4440,6.0,10,105,10,6.0
Consolacion,1750,7.0,10,105,10,7.0
Dilan Paurido,7391,8.0,10,105,10,8.0
Labit Proper,3855,9.0,10,105,10,9.0
Labit West,2708,0.0,10,105,10,0.0
Mabanogbog,3470,2.0,10,105,10,2.0
Macalong,1553,3.0,10,105,10,3.0
Nancalobasaan,3315,4.0,10,105,10,4.0
Nancamaliran East,5542,5.0,10,105,10,5.0
Nancamaliran West,5748,6.0,10,105,10,6.0
Nancayasan,8742,7.0,10,105,10,7.0
Oltama,1487,8.0,10,105,10,8.0
Palina East,5144,9.0,10,105,10,9.0
Palina West,3386,0.0,10,105,10,0.0
Pinmaludpod,8166,1.0,10,105,10,1.0
Poblacion,7285,2.0,10,105,10,2.0
San Jose,5850,3.0,10,105,10,3.0
San Vicente,9778,4.0,10,105,10,4.0
Santa Lucia,3273,5.0,10,105,10,5.0
Santo Domingo,3610,6.0,10,105,10,6.0
Sugcong,1168,7.0,10,105,10,7.0
Tipuso,2190,8.0,10,105,10,8.0
Tulong,1438,9.0,10,105,10,9.0
Amamperez,5358,1.0,10,105,10,1.0
Bacag,6093,2.0,10,105,10,2.0
Barangobong,4174,3.0,10,105,10,3.0
Barraca,1948,4.0,10,105,10,4.0
Capulaan,3931,5.0,10,105,10,5.0
Caramutan,3882,6.0,10,105,10,6.0
La Paz,963,7.0,10,105,10,7.0
Labit,1451,8.0,10,105,10,8.0
Lipay,3760,9.0,10,105,10,9.0
Lomboy,1678,0.0,10,105,10,0.0
Piaz,5553,1.0,10,105,10,1.0
Zone V ,1126,2.0,10,105,10,2.0
Zone I ,1469,3.0,10,105,10,3.0
Zone II ,2506,4.0,10,105,10,4.0
Zone III ,1398,5.0,10,105,10,5.0
Zone IV ,1158,6.0,10,105,10,6.0
Puelay,7394,7.0,10,105,10,7.0
San Blas,2971,8.0,10,105,10,8.0
San Nicolas,1950,9.0,10,105,10,9.0
Tombod,2365,0.0,10,105,10,0.0
Unzad,3919,1.0,10,105,10,1.0
Anis,1744,1.0,10,105,10,1.0
Botigue,956,2.0,10,105,10,2.0
Caaringayan,1364,3.0,10,105,10,3.0
Domingo Alarcio,1390,4.0,10,105,10,4.0
Cabilaoan West,2021,5.0,10,105,10,5.0
Cabulalaan,1197,6.0,10,105,10,6.0
Calaoagan,1629,7.0,10,105,10,7.0
Calmay,1947,8.0,10,105,10,8.0
Casampagaan,1157,9.0,10,105,10,9.0
Casanestebanan,762,0.0,10,105,10,0.0
Casantiagoan,1639,1.0,10,105,10,1.0
Inmanduyan,1914,2.0,10,105,10,2.0
Poblacion,2096,3.0,10,105,10,3.0
Lebueg,2256,4.0,10,105,10,4.0
Maraboc,1062,5.0,10,105,10,5.0
Nanbagatan,1503,6.0,10,105,10,6.0
Panaga,1926,7.0,10,105,10,7.0
Talogtog,1121,8.0,10,105,10,8.0
Turko,1299,9.0,10,105,10,9.0
Yatyat,1977,0.0,10,105,10,0.0
Balligi,1248,1.0,10,105,10,1.0
Banuar,1920,2.0,10,105,10,2.0
Ihubok II,2626,1.0,20,200,20,1.0
Ihubok I,1768,2.0,20,200,20,2.0
San Antonio,2247,3.0,20,200,20,3.0
San Joaquin,540,4.0,20,200,20,4.0
Chanarian,448,5.0,20,200,20,5.0
Kayhuvokan,1888,6.0,20,200,20,6.0
Raele,472,6.0,20,200,20,6.0
San Rafael,897,7.0,20,200,20,7.0
Santa Lucia,438,8.0,20,200,20,8.0
Santa Maria,488,9.0,20,200,20,9.0
Santa Rosa,833,0.0,20,200,20,0.0
Radiwan,389,1.0,20,200,20,1.0
Salagao,368,2.0,20,200,20,2.0
San Vicente,267,3.0,20,200,20,3.0
Tuhel ,383,4.0,20,200,20,4.0
Hañib,404,1.0,20,200,20,1.0
Kaumbakan,446,2.0,20,200,20,2.0
Panatayan,480,3.0,20,200,20,3.0
Uvoy ,373,4.0,20,200,20,4.0
Chavayan,161,1.0,20,200,20,1.0
Malakdang ,277,2.0,20,200,20,2.0
Nakanmuan,134,3.0,20,200,20,3.0
Savidug,201,4.0,20,200,20,4.0
Sinakan ,563,5.0,20,200,20,5.0
Sumnanga,360,6.0,20,200,20,6.0
Kayvaluganan ,369,1.0,20,200,20,1.0
Imnajbu,177,2.0,20,200,20,2.0
Itbud,530,3.0,20,200,20,3.0
Kayuganan ,304,4.0,20,200,20,4.0
Alinunu,1178,1.0,20,201,20,1.0
Bagu,1998,2.0,20,201,20,2.0
Banguian,2091,3.0,20,201,20,3.0
Calog Norte,1037,4.0,20,201,20,4.0
Calog Sur,2685,5.0,20,201,20,5.0
Canayun,1321,6.0,20,201,20,6.0
Centro ,2477,7.0,20,201,20,7.0
Dana-Ili,1343,8.0,20,201,20,8.0
Guiddam,3762,9.0,20,201,20,9.0
Libertad,3900,0.0,20,201,20,0.0
Lucban,3130,1.0,20,201,20,1.0
Pinili,741,2.0,20,201,20,2.0
Santa Filomena,1065,3.0,20,201,20,3.0
Santo Tomas,1091,4.0,20,201,20,4.0
Siguiran,1376,5.0,20,201,20,5.0
Simayung,1507,6.0,20,201,20,6.0
Sirit,869,7.0,20,201,20,7.0
San Agustin,864,8.0,20,201,20,8.0
San Julian,622,9.0,20,201,20,9.0
Santa Rosa,1522,0.0,20,201,20,0.0
Abbeg,817,1.0,20,201,20,1.0
Afusing Bato,383,2.0,20,201,20,2.0
Afusing Daga,3147,3.0,20,201,20,3.0
Agani,1421,4.0,20,201,20,4.0
Baculod,2315,5.0,20,201,20,5.0
Baybayog,2376,6.0,20,201,20,6.0
Cabuluan,1187,7.0,20,201,20,7.0
Calantac,2980,8.0,20,201,20,8.0
Carallangan,966,9.0,20,201,20,9.0
Centro Norte ,2167,0.0,20,201,20,0.0
Centro Sur ,2943,1.0,20,201,20,1.0
Dalaoig,2616,2.0,20,201,20,2.0
Damurog,1229,3.0,20,201,20,3.0
Jurisdiction,1522,4.0,20,201,20,4.0
Malalatan,1059,5.0,20,201,20,5.0
Maraburab,1318,6.0,20,201,20,6.0
Masin,1107,7.0,20,201,20,7.0
Pagbangkeruan,778,8.0,20,201,20,8.0
Pared,661,9.0,20,201,20,9.0
Piggatan,1753,0.0,20,201,20,0.0
Pinopoc,1728,1.0,20,201,20,1.0
Pussian,1285,2.0,20,201,20,2.0
San Esteban,1311,3.0,20,201,20,3.0
Tamban,1694,4.0,20,201,20,4.0
Tupang,2532,5.0,20,201,20,5.0
Bessang,1138,1.0,20,201,20,1.0
Binobongan,779,2.0,20,201,20,2.0
Bulo,1271,3.0,20,201,20,3.0
Burot,991,4.0,20,201,20,4.0
Capagaran,959,5.0,20,201,20,5.0
Capalutan,690,6.0,20,201,20,6.0
Capanickian Norte,1189,7.0,20,201,20,7.0
Capanickian Sur,1760,8.0,20,201,20,8.0
Cataratan,2332,9.0,20,201,20,9.0
Centro East ,1870,0.0,20,201,20,0.0
Centro West ,1898,1.0,20,201,20,1.0
Daan-Ili,1870,2.0,20,201,20,2.0
Dagupan,1376,3.0,20,201,20,3.0
Dalayap,622,4.0,20,201,20,4.0
Gagaddangan,223,5.0,20,201,20,5.0
Iringan,1872,6.0,20,201,20,6.0
Labben,2199,7.0,20,201,20,7.0
Maluyo,1761,8.0,20,201,20,8.0
Mapurao,1839,9.0,20,201,20,9.0
Matucay,2145,0.0,20,201,20,0.0
Nagattatan,1583,1.0,20,201,20,1.0
Pacac,926,2.0,20,201,20,2.0
San Juan,493,3.0,20,201,20,3.0
Silagan,778,4.0,20,201,20,4.0
Tamboli,820,5.0,20,201,20,5.0
Tubel,579,6.0,20,201,20,6.0
Utan,1271,7.0,20,201,20,7.0
Abolo,706,1.0,20,201,20,1.0
Agguirit,301,2.0,20,201,20,2.0
Alituntung,471,3.0,20,201,20,3.0
Annabuculan,600,4.0,20,201,20,4.0
Annafatan,1491,5.0,20,201,20,5.0
Anquiray,1782,6.0,20,201,20,6.0
Babayuan,733,7.0,20,201,20,7.0
Baccuit,481,8.0,20,201,20,8.0
Bacring,707,9.0,20,201,20,9.0
Baculud,2151,0.0,20,201,20,0.0
Balauini,959,1.0,20,201,20,1.0
Bauan,332,2.0,20,201,20,2.0
Bayabat,1636,3.0,20,201,20,3.0
Calamagui,1782,4.0,20,201,20,4.0
Calintaan,935,5.0,20,201,20,5.0
Caratacat,1425,6.0,20,201,20,6.0
Casingsingan Norte,624,7.0,20,201,20,7.0
Casingsingan Sur,786,8.0,20,201,20,8.0
Catarauan,582,9.0,20,201,20,9.0
Centro,2838,0.0,20,201,20,0.0
Concepcion,1196,1.0,20,201,20,1.0
Cordova,1507,2.0,20,201,20,2.0
Dadda,2196,3.0,20,201,20,3.0
Dafunganay,108,4.0,20,201,20,4.0
Dugayung,1415,5.0,20,201,20,5.0
Estefania,2565,6.0,20,201,20,6.0
Gabut,1086,7.0,20,201,20,7.0
Gangauan,910,8.0,20,201,20,8.0
Goran,424,9.0,20,201,20,9.0
Jurisdiccion,636,0.0,20,201,20,0.0
La Suerte,943,1.0,20,201,20,1.0
Logung,608,2.0,20,201,20,2.0
Magogod,961,3.0,20,201,20,3.0
Manalo,1298,4.0,20,201,20,4.0
Marobbob,1109,5.0,20,201,20,5.0
Masical,2040,6.0,20,201,20,6.0
Monte Alegre,1244,7.0,20,201,20,7.0
Nabbialan,1478,8.0,20,201,20,8.0
Nagsabaran,416,9.0,20,201,20,9.0
Nangalasauan,1584,0.0,20,201,20,0.0
Nanuccauan,772,1.0,20,201,20,1.0
Pacac-Grande,945,2.0,20,201,20,2.0
Pacac-Pequeño,841,3.0,20,201,20,3.0
Palacu,162,4.0,20,201,20,4.0
Palayag,1396,5.0,20,201,20,5.0
Tana,459,6.0,20,201,20,6.0
Unag,715,7.0,20,201,20,7.0
Backiling,1247,1.0,20,201,20,1.0
Bangag,1834,2.0,20,201,20,2.0
Binalan,2356,3.0,20,201,20,3.0
Bisagu,1780,4.0,20,201,20,4.0
Centro 1 ,875,5.0,20,201,20,5.0
Centro 2 ,516,6.0,20,201,20,6.0
Centro 3 ,52,7.0,20,201,20,7.0
Centro 4 ,99,8.0,20,201,20,8.0
Centro 5 ,160,9.0,20,201,20,9.0
Centro 6 ,226,0.0,20,201,20,0.0
Centro 7 ,296,1.0,20,201,20,1.0
Centro 8 ,146,2.0,20,201,20,2.0
Centro 9 ,1015,3.0,20,201,20,3.0
Centro 10 ,125,4.0,20,201,20,4.0
Centro 11 ,131,5.0,20,201,20,5.0
Centro 12 ,99,6.0,20,201,20,6.0
Centro 13 ,108,7.0,20,201,20,7.0
Centro 14 ,254,8.0,20,201,20,8.0
Bukig,854,9.0,20,201,20,9.0
Bulala Norte,779,0.0,20,201,20,0.0
Bulala Sur,836,1.0,20,201,20,1.0
Caagaman,1684,2.0,20,201,20,2.0
Centro 15 ,5,3.0,20,201,20,3.0
Dodan,2708,4.0,20,201,20,4.0
Fuga Island,1939,5.0,20,201,20,5.0
Gaddang,3055,6.0,20,201,20,6.0
Linao,1810,7.0,20,201,20,7.0
Mabanguc,1021,8.0,20,201,20,8.0
Macanaya,5553,9.0,20,201,20,9.0
Maura,8094,0.0,20,201,20,0.0
Minanga,1856,1.0,20,201,20,1.0
Navagan,1152,2.0,20,201,20,2.0
Paddaya,4087,3.0,20,201,20,3.0
Paruddun Norte,1391,4.0,20,201,20,4.0
Paruddun Sur,1245,5.0,20,201,20,5.0
Plaza,748,6.0,20,201,20,6.0
Punta,4841,7.0,20,201,20,7.0
San Antonio,3972,8.0,20,201,20,8.0
Tallungan,3421,9.0,20,201,20,9.0
Toran,3668,0.0,20,201,20,0.0
Sanja,1778,1.0,20,201,20,1.0
Zinarag,1023,2.0,20,201,20,2.0
Adaoag,1177,1.0,20,201,20,1.0
Agaman,1117,2.0,20,201,20,2.0
Alba,1732,3.0,20,201,20,3.0
Annayatan,1143,4.0,20,201,20,4.0
Asassi,2568,5.0,20,201,20,5.0
Asinga-Via,2573,6.0,20,201,20,6.0
Awallan,2583,7.0,20,201,20,7.0
Bacagan,1382,8.0,20,201,20,8.0
Bagunot,1351,9.0,20,201,20,9.0
Barsat East,1375,1.0,20,201,20,1.0
Barsat West,1066,2.0,20,201,20,2.0
Bitag Grande,3365,3.0,20,201,20,3.0
Bitag Pequeño,1802,4.0,20,201,20,4.0
Bunugan,1367,5.0,20,201,20,5.0
Canagatan,500,6.0,20,201,20,6.0
Carupian,1360,7.0,20,201,20,7.0
Catugay,846,8.0,20,201,20,8.0
Poblacion,3408,9.0,20,201,20,9.0
Dabbac Grande,789,0.0,20,201,20,0.0
Dalin,1186,1.0,20,201,20,1.0
Dalla,1673,2.0,20,201,20,2.0
Hacienda Intal,5802,3.0,20,201,20,3.0
Ibulo,306,4.0,20,201,20,4.0
Imurung,3755,5.0,20,201,20,5.0
J. Pallagao,891,6.0,20,201,20,6.0
Lasilat,1204,7.0,20,201,20,7.0
Masical,1477,8.0,20,201,20,8.0
Mocag,3135,9.0,20,201,20,9.0
Nangalinan,1499,0.0,20,201,20,0.0
Remus,2992,1.0,20,201,20,1.0
San Antonio,612,2.0,20,201,20,2.0
San Francisco,2377,3.0,20,201,20,3.0
San Isidro,1097,4.0,20,201,20,4.0
San Jose,4535,5.0,20,201,20,5.0
San Miguel,1641,6.0,20,201,20,6.0
San Vicente,636,7.0,20,201,20,7.0
Santa Margarita,5006,8.0,20,201,20,8.0
Santor,1140,9.0,20,201,20,9.0
Taguing,2312,0.0,20,201,20,0.0
Taguntungan,1746,1.0,20,201,20,1.0
Tallang,3015,2.0,20,201,20,2.0
Temblique,1006,3.0,20,201,20,3.0
Taytay,1449,4.0,20,201,20,4.0
Tungel,1243,5.0,20,201,20,5.0
Mabini,1182,6.0,20,201,20,6.0
Agaman Norte,1551,7.0,20,201,20,7.0
Agaman Sur,1035,8.0,20,201,20,8.0
C. Verzosa,746,9.0,20,201,20,9.0
Ammubuan,1466,1.0,20,201,20,1.0
Baran,863,2.0,20,201,20,2.0
Cabaritan East,1926,3.0,20,201,20,3.0
Cabaritan West,2954,4.0,20,201,20,4.0
Cabayu,916,5.0,20,201,20,5.0
Cabuluan East,1127,6.0,20,201,20,6.0
Cabuluan West,1341,7.0,20,201,20,7.0
Centro East ,4174,8.0,20,201,20,8.0
Centro West ,2046,9.0,20,201,20,9.0
Fugu,2639,0.0,20,201,20,0.0
Mabuttal East,1359,2.0,20,201,20,2.0
Mabuttal West,1097,3.0,20,201,20,3.0
Nararagan,1822,4.0,20,201,20,4.0
Palloc,1800,5.0,20,201,20,5.0
